alarm_id,category,code,description,message,reaction,remedy,system
6422,NCK,6422,The desired tool motion command - triggered from the MMC or PLC - is not possible. The magazine with the specified number is not available.,Channel %1 tool move not possible. Magazine no. %2 not available.,NC Start disable in this channel. Interface signals are set. Alarm display.,- Check whether the magazine data have been defined correctly. - If the PLC issued the command for motion: check whether the PLC program is correct. - If the MMC issued the command for motion: check whether the MMC command was assigned correct parameters.,Siemens 840D
6423,NCK,6423,The desired tool motion command - triggered from the MMC or PLC - is not possible. The specified magazine location is not contained in the specified magazine.,Channel %1 tool move not possible. Location %2 on magazine %3 not,NC Start disable in this channel. Interface signals are set. Alarm display.,Check whether the magazine data have been defined correctly.,Siemens 840D
6424,NCK,6424,The desired tool motion command - triggered from the HMI or PLC - is not possible. The status of the named tool does not allow movement of the tool. The named tool is not defined or not permitted for the command.,Channel %1 tool move not possible. Tool %2 not available/not usable.,NC Start disable in this channel. Interface signals are set. Alarm display.,"- Check whether the tool status 'is being changed' ('H20') is set. If yes, then the appropriate tool change command must first be completed by the PLC. Then the tool should be able to be moved. - Check whether the tool data are correctly defined. Has the correct T number been specified? - Check whether the move command has been correctly parameterized. Is the desired tool at the source location? Is the target location suitable for taking the tool? - Check whether the tool has already been loaded",Siemens 840D
6425,NCK,6425,"The desired tool motion command - triggered from the MMC or PLC - is not possible. A movement request was issued to put the tool in a location which does not satisfy the prerequisites for filling. The following causes for the error are possible: - Location is blocked or not free! - Tool type does not match the location type! - Tool possibly too large, adjacent locations are not free! - If a tool is to be loaded or unloaded, the load/unload position must be of 'load location' type. - If a tool is",Channel %1 tool %2 cannot be placed in magazine %3 on location %4.,NC Start disable in this channel. Interface signals are set. Alarm display.,"- Check whether the magazine data have been defined correctly. - Check whether there is still room in the magazine to add another tool; there may not be due to operating procedures. - Check whether a location type hierarchy is defined and whether it, for example, does not allow insertion of a type 'A' tool in a free location with type 'B'. - Check whether the magazine in question is linked to the load/unload location or whether a distance has been defined. - Check whether the load/unload posit",Siemens 840D
18100,NCK,18100,MM_NUM_CUTTING_EDGES_IN_TOA cutting edges for the workpiece counter for all of the ,MM_NUM_CUTTING_EDGES_IN_TOA cutting edges for the workpiece counter for all of the,NC Start disable in this channel. Interface signals are set. Alarm display.,"- Was decrementing of the piece counter forgotten? Then program SETPIECE in the part program, or add the correct command in the PLC program. - If the part program/PLC program is correct, then more memory should be set for tool cutting edges via the machine data $MN_MM_NUM_CUTTING_EDGES_IN_TOA (can only be performed with the necessary access rights!).",Siemens 840D
6431,NCK,6431,"Occurs when a data management function is called which is not available because ToolMan is deactivated. For example, the language commands GETT, SETPIECE, GETSELT, NEWT, DELT.",Channel %1 block %2 Function not allowed. Tool,"Correction block is reorganized. Interface signals are set. Alarm display. Overview of Alarms 01/2008 NCK alarms 2-70 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008",- Please inform the authorized personnel/service department. - Make sure of how the NC is supposed to be configured! Is tool management or tool monitoring needed but not activated? - Are you using a part program that is meant for a numerical control with tool management/tool monitoring? It is not possible to start this program on the numerical control without tool management/tool monitoring. Either run the part program on the appropriate NC control or edit the part program. - Activate tool mana,Siemens 840D
6432,NCK,6432,"When an attempt is made to perform an operation that requires a tool to be located on the spindle. This can be the quantity monitoring function, for example.",Function not executable. No tool assigned to tool holder/spindle,Interface signals are set. Alarm display.,"Select another function, another toolholder/spindle, position tool on toolholder/spindle.",Siemens 840D
6433,NCK,6433,The symbol variable specified in %3 is not available with active tool management. The function GELSELT should be used with $P_TOOLP.,Channel %1 block %2 %3 not available with tool management,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,"Modify program. If $P_TOOLP has been programmed, the GETSELT function should be used instead.",Siemens 840D
6434,NCK,6434,"No master toolholder has been defined for the initial state ($MC_TOOL_MANAGEMENT_TOOLHOLDER = 0), therefore no toolholder is available. The NC command SETMTH has neither been defined. In this setting, the tool change is carried out referring to the master spindle. The master spindle is set with SETMS.",Channel %1 block %2 NC command SETMTH not allowed because tool,Correction block is reorganized. Local alarm reaction. Interface signals are set. Alarm display.,Correct the NC program (delete or replace SETMHT) or enable toolholder function via machine data.,Siemens 840D
6441,NCK,6441,An attempt was made to write the value of $P_USEKT. This is not possible since programming T= 'location number' with automatic setting of $P_USEKT is active.,Writing of $P_USEKT not allowed.,"Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display. NCK alarms 01/2008 Overview of Alarms 2-71 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","- Make sure of how the NC is supposed to be configured! (see bit16 and bit22 in $MC_TOOL_MANAGEMENT_MASK) - Tool change with ""Reject tool"" is configured. If you now try to start this program on NC control with T='location number' with automatic setting of $P_USEKT this will not be possible. - Either run the part program on the appropriate NC control or edit the part program.",Siemens 840D
6442,NCK,6442,PLC logic is presumably incorrect. Tool change with reject tool is configured. Preparatory command is pending. Selected tool is (e.g. from PLC) unloaded from its location. PLC acknowledges preparatory command with 'Repeat tool selection' (e.g. status =7). NCK cannot find the tool at the magazine location specified in the PLC command. Or: Illegal operator intervention in an active tool selection (unloading of the tool to be selected) has occurred. Therefore the PLC acknowledgement fails.,Channel %1 function not executable. No tool assigned to desired,Interface signals are set. Alarm display.,"PLC programmer must note the following: - Ensure that the tool is not removed from the specified magazine location (e.g. incorrect PLC program). - Do not remove the tool from the programmed tool change before the final acknowledgement of the command (= unload). !! It is however permissible to change the location of the tool to be loaded. The NCK can deal with this situation. This alarm supplements Alarm 6405, if it contains the identifier 8. Therefore, the diagnostics should be easier.",Siemens 840D
6450,NCK,6450,"The desired tool change is not possible. The specified magazine location is either toolholder/spindle or empty. Only the numbers of the buffer that are not toolholder/spindle may be programmed with the NC command TCI, i.e. the location number of a gripper is allowed.",Channel %1 block %2 tool change not possible. Invalid magazine,Correction block is reorganized. Interface signals are set. Alarm display.,- Check whether the magazine data ($TC_MPP1) have been defined correctly. - Check whether the alarm-causing program command _ e.g. TCI _ has been programmed correctly.,Siemens 840D
6451,NCK,6451,The desired tool change is not possible. No buffer magazine defined.,Channel %1 block %2 tool change not possible. No buffer magazine,Correction block is reorganized. Interface signals are set. Alarm display.,Check whether the magazine data have been defined correctly.,Siemens 840D
6452,NCK,6452,The desired tool change is not possible. The toolholder/spindle number has not been defined.,Channel %1 block %2 tool change not possible. Tool holder/spindle,Correction block is reorganized. Interface signals are set. Alarm display.,"General: The following must apply: 'maximum programmed address extension s (=spindle number/toolholder number) of Ts=t, Ms=6 must be less than the value of $MN_MM_NUM_LOCS_WITH_DISTANCE. With magazine management: Check whether the toolholder number/spindle number and the magazine data have been defined correctly. (See also the system variables $TC_MPP1, $TC_MPP5 of the buffer magazine).",Siemens 840D
6453,NCK,6453,The desired tool change is not possible. No relation has been defined between the toolholder/spindle number and the buffer magazine location (Location No.),Channel %1 block %2 tool change not possible. No assignment between,Correction block is reorganized. Interface signals are set. Alarm display.,- Check whether the magazine data ($TC_MLSR) have been defined correctly. - Check whether the alarm-causing program command _ e.g. TCI _ has been programmed correctly.,Siemens 840D
6454,NCK,6454,The desired tool change is not possible. Neither the spindle nor the buffer magazine location have a distance relation.,Channel %1 block %2 tool change not possible. No distance relation,Correction block is reorganized. Interface signals are set. Alarm display.,- Check whether the magazine data ($TC_MDP2) have been defined correctly. - Check whether the alarm-causing program command _ e.g. TCI _ has been programmed correctly.,Siemens 840D
6455,NCK,6455,The desired tool change is not possible. The indicated magazine location is not available in the indicated magazine.,Channel %1 block %2 tool change not possible. Magazine location no.,"Correction block is reorganized. Interface signals are set. Alarm display. NCK alarms 01/2008 Overview of Alarms 2-73 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008",- Check whether the causing program command - e.g. TCI - has been parameterized correctly. - Check whether magazine data have been defined correctly. ($TC_MAP6 and $TC_MAP7 of the intermediate location magazine),Siemens 840D
6500,NCK,6500,"The NCK file system is full. The available buffered memory does not suffice. Note: At initial start-up, files of the NC file system may be affected such as drive data, MMC files, FIFO files, NC programs...",NC memory full,Alarm display.,"Adjust the size of the buffered memory ($MN_MM_USER_MEM_BUFFERED) or increase the space available in the buffered memory, e.g. by unloading part programs that are no longer being used. Or decrease the size of the ring buffer (see $MC_RESU_RING_BUFFER_SIZE).",Siemens 840D
6510,NCK,6510,"The number of files in the file system (part of the NC memory) of the NC has reached the maximum number possible. Note: During initial start-up, this can concern files from the NC file system, e.g. drive data, MMC files, FIFO files, NC programs, ...",Too many part programs in the NC memory,Alarm display.,"Please inform the authorized personnel/service department. - Delete or unload files (e.g. part programs), or - Increase $MM_NUM_FILES_IN_FILESYSTEM.",Siemens 840D
6520,NCK,6520,"The machine data $MN_MM_PROTOC_NUM_FILES specifies the number of protocol files for the protocol users. However, more types are used than configured.",The value of the machine data %1%2 is too low,Alarm display.,Increase machine data $MN_MM_PROTOC_NUM_FILES.,Siemens 840D
6530,NCK,6530,The number of files in one directory of the NCK has reached the maximum limit.,Too many files in directory,Alarm display.,"Please inform the authorized personnel/service department. - Delete or unload files (e.g. part programs) in the respective directory, or - Increase $MM_NUM_FILES_PER_DIR.",Siemens 840D
6540,NCK,6540,The number of directories in the file system of the NCK has reached the maximum limit.,Too many directories in the NC memory,Alarm display.,"- Delete or unload directory (e.g. workpiece), or - Increase $MM_NUM_DIR_IN_FILESYSTEM.",Siemens 840D
6550,NCK,6550,The number of subdirectories in a directory of the NCK has reached the maximum limit.,Too many subdirectories,"Alarm display. Overview of Alarms 01/2008 NCK alarms 2-74 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","Please inform the authorized personnel/service department. - Delete or empty subdirectories in the respective directory, or - Increase $MM_NUM_SUBDIR_PER_DIR.",Siemens 840D
6560,NCK,6560,"An attempt was made to write impermissible data in an NCK file. This error can occur in particular when the attempt was made to load binary data in the NCK as ASCII file. The error can also occur during preprocessing of cycles (see $MN_PREPROCESSING_LEVEL) if the NC block is very long. In this case, subdivide the NC block.",Data format not allowed,Alarm display.,Specify that the file concerned is a binary file (e.g. extension: .BIN).,Siemens 840D
6570,NCK,6570,The NC card file system of the NCK is full. The task cannot be executed. Too many system files were created in the DRAM.,NC memory full,Alarm display.,"Start fewer ""execute from external"" processes.",Siemens 840D
6580,NCK,6580,The NC card file system of the NCK is full. The task cannot be executed. To many files have been loaded,NC memory full,Alarm display.,Delete or empty files (e.g. part programs).,Siemens 840D
6581,NCK,6581,The DRAM file system of the user area is full. The order cannot be executed.,NC user memory full,Alarm display.,Delete or unload files (e.g. parts programs),Siemens 840D
6582,NCK,6582,The DRAM file system of the machine OEM area is full. The order cannot be executed.,NC machine OEM memory full,Alarm display.,Delete or unload files (e.g. parts programs),Siemens 840D
6583,NCK,6583,The DRAM file system of the system area (Siemens) is full. The order cannot be executed.,NC system memory full,Alarm display.,Delete or unload files (e.g. parts programs),Siemens 840D
6584,NCK,6584,The DRAM file system of the TMP (temporary) area is full. The job cannot be executed.,NC memory limit TMP reached,Alarm display.,"Increase machine date $MD_MM_DRAM_FILE_MEM_SIZE or switch off the precompilation of individual or all cycles or, if need be, delete the files in the TMP area. NCK alarms 01/2008",Siemens 840D
6585,NCK,6585,The DRAM file system of the external area (execution of the external drive) is full. The job cannot be executed.,NC external memory limit reached,Alarm display.,Load the files to be executed explicitly into the NCK.,Siemens 840D
6600,NCK,6600,The NC card file system of the NCK is full. No more data can be stored on the NC card.,NC card memory is full,Alarm display.,Delete the data on the PCMCIA card.,Siemens 840D
6610,NCK,6610,Too many files are being accessed simultaneously on the NC card.,Too many files open on NC card,Alarm display.,Repeat the action later.,Siemens 840D
6620,NCK,6620,The NC card cannot be accessed because the format is incorrect.,NC card has incorrect format,Alarm display.,Replace the NC card.,Siemens 840D
6630,NCK,6630,The NC card cannot be accessed because the card is defective.,NC card hardware is defective,Alarm display.,Replace the PCMCIA card.,Siemens 840D
6640,NCK,6640,The NC card cannot be accessed because the card is not plugged in.,NC card is not inserted,Alarm display.,Plug in the NC card.,Siemens 840D
6650,NCK,6650,The NC card cannot be accessed because the write protection is active.,Write protection of NC card is active,Alarm display.,Deactivate the write protection.,Siemens 840D
6670,NCK,6670,The alarm is active while the contents of the NC card are being read out. The FFS cannot be accessed during this period.,NC card read active,Alarm display.,Wait until the read-out procedure is terminated.,Siemens 840D
6671,NCK,6671,"The alarm is active while the contents of the NC card are being written. The FFS cannot be accessed during this period. If the power is switched off while the alarm is active, the contents of the PCMCIA card are destroyed!",NC card write active,Alarm display.,Wait until the write procedure is terminated.,Siemens 840D
6690,NCK,6690,There is not enough space in the file system that the directories specified in the $PCMCIA_FUNCTION_MASK can be copied from the NC card to the passive file system.,Cycles from NC card cannot be copied to the passive file system.,Alarm display.,Delete data in the file system.,Siemens 840D
6691,NCK,6691,There is not enough space on the NC card that the directories specified in the $PCMCIA_FUNCTION_MASK can be saved. It is possible that cycles are lost during the next booting.,Cycles from the passive file system cannot be saved on the NC card,Alarm display.,Delete data on the NC card or delete cycles not required.,Siemens 840D
6692,NCK,6692,"A cycle has been changed and due to a power failure, the backup on the PC card could not be terminated properly. The cycle is lost.",Cycle %1 lost,NC not ready. NC Start disable in this channel. Interface signals are set. Alarm display.,Import the cycle again.,Siemens 840D
6693,NCK,6693,"Due to a power failure, a file change could not be terminated properly. The file is lost.",File %1 lost,NC not ready. NC Start disable in this channel. Interface signals are set. Alarm display.,Import the file again.,Siemens 840D
6698,NCK,6698,The NC card cannot be accessed because a valid write algorithm is not available for the flash memory.,Unknown NC card (%1/%2). Writing not possible.,Alarm display.,Use a compatible NC card or enter the new manufacturer code/device code in MD $MN_PERMISSIVE_FLASH_TAB after consultation with SIEMENS.,Siemens 840D
6700,NCK,6700,"The machine data $MC_MM_PROTOC_NUM_ETP_STD_TYP specifies the number of default event types for the protocol users. However, more types are used than configured.",Channel %1 value of the machine data %2%3 is too low,Alarm display.,Increase machine data $MC_MM_PROTOC_NUM_ETP_STD_TYP.,Siemens 840D
7000,NCK,7000,"Too many alarms are defined for the compile cycles. On powering up, the quantity was exceeded when defining a new CC alarm.",Too many compile cycle alarms defined,Alarm display.,"Apart from reducing the number of CC alarms, no remedial measures are possible at the present time. (contact SIEMENS AG, System Support for A&D MC products, Hotline (Tel.: see alarm 1000)",Siemens 840D
7010,NCK,7010,A fixed quantity of alarm numbers (100) is reserved for the compile cycles. This has been exceeded when defining a new CC alarm. (The valid range is between 0 and 4999).,MMC number range exceeded,Alarm display.,Define the CC alarm numbers in the valid range from 0 to 4999.,Siemens 840D
7020,NCK,7020,The alarm ID used by the compile cycle manufacturer is not known to the system. This was not allocated when the compile cycle alarms were generated.,Compile cycle alarm number has not been defined,Alarm display.,The alarm can have 2 possible causes: - The alarm number has not been defined. A definition must still be made. - The call parameter used is not the same as the one transferred by the NCK.,Siemens 840D
7100,NCK,7100,The sum of the input and output bytes at the VDI user interface for the compile cycles exceeds the maximum quantity of 400 bytes.,Compile cycles VDI area: %1 byte for inputs and %2 byte for outputs.,"NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm. Overview of Alarms 01/2008 NCK alarms 2-78 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008",Please inform the authorized personnel/service department. Set the machine data for dividing up the VDI user interface of the compile cycles (DB 9) into input and output bytes in accordance with the functions in the compile cycles. The maximum quantity of 400 bytes must not be exceeded. There are no restrictions concerning the division into input and output bytes.,Siemens 840D
7200,NCK,7200,"Problem with loadable compile cycles Example: ""Version_conflict_with_CCNCKInterface_Version"" Meaning: The interface version of the compile cycle is incompatible with the NCK version. ""Loader_problem_from_dFixup"" Meaning: Unresolved references are left over after loading of all compile cycles, for example as an ELD file is missing.",Problem with externally linked compile cycle %1 %2,Alarm display.,See function description of the compile cycle!,Siemens 840D
7201,NCK,7201,This alarm is purely a development alarm. It only occurs with externally linked compile cycles.,Assertion error in %1 line %2,NC not ready. The NC switches to follow-up mode. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm. Alarm reaction delay is cancelled.,Consultation with CC developer,Siemens 840D
7202,NCK,7202,Alarm for SIEMENS compile cycles. This alarm appears when the option bit required for a SIEMENS compile cycle is not set.,Missing option bit for %1: %2,NC not ready. Channel not ready. Interface signals are set. Alarm display. Alarm reaction delay is cancelled.,Set the required option bit or delete the .elf file from the Flash File System.,Siemens 840D
7205,NCK,7205,The interface for OEM transformations has changed incompatibly in the system.,Channel %1: incompatible OEM transformation version NCK %2 CC %3,NC not ready. Channel not ready. Interface signals are set. Alarm display. Alarm reaction delay is cancelled.,Load the new compile cycle version,Siemens 840D
7300,NCK,7300,"A problem occurred while loading the COA application. This problem is described in more detail by the parameters ""Index"" and ""Additional information"": Index == 1: The interface version of the COA application is incompatible with the NCK version. The additional information contains the interface version of the COA application. Index == 2: The heap memory requested by the COA application is not available. The additional information contains the heap memory requested in KB. Index == 3: The $P_INCO",Problem with externally linked COA application %1 Index: %2 Additional,Alarm display.,"Index == 1: The COA application is not executable in the current environment. Please inform the authorized personnel/service department. Index == 2 or.3: The memory requested by the COA application will not become available until after another restart. This means that the alarm should no longer occur with a restart (NCK reset). Otherwise, there is a real memory problem, and the COA application is not executable (see Index == 1).",Siemens 840D
7301,NCK,7301,This alarm is purely a development alarm. It only occurs with externally linked COA applications.,Assertion error in %1 line %2,NC not ready. The NC switches to follow-up mode. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm. Alarm reaction delay is cancelled.,Query with COA developers,Siemens 840D
7500,NCK,7500,On assigning a protection level for a parts program command via REDEF command - an impermissible parts program command has been programmed - a protection level has been programmed that is logically smaller (larger in value) than the protection level currently applicable for this command. - the relevant definition file has not been protected sufficently against write access. The write protection of the file must be at least as high as the highest protection level that has been assigned to a part,Block %1 invalid protection level for command %2 (protection level act.:,Alarm display.,Modify definition files /_N_DEF_DIR/_N_MACCESS_DEF or /_N_DEF_DIR/_N_UAC-CESS_ DEF. Please see the Siemens,Siemens 840D
8000,NCK,8000,Fast NCK inputs are required for the input signals in order to activate the interrupt routines and rapid lift from contour. This function is not included in the basic version and must be retrofitted when needed.,Channel %1 option 'Interrupt routines' not set,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,Please inform the authorized personnel/service department. Do not use rapid interrupt inputs or contact the machine manufacturer with a view to retrofitting this option!,Siemens 840D
8010,NCK,8010,More machine axes have been defined through the channel-specific MD 20070 AXCONF_MACHAX_USED than are allowed in the system.,Option 'activation of more than %1 axes' not set,"NC not ready. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.","Please inform the authorized personnel/service department. The sum of all axes that have been configured through the channel-specific MD 20070 AXCONF_MACHAX_USED, must not exceed the maximum number of axes (dependent on configuration -> option, basic version: 4 axes).",Siemens 840D
8020,NCK,8020,A 2nd channel has been indicated but the corresponding option does not exist.,Option 'activation of more than %1 channels' not set,NC Start disable in this channel. Interface signals are set. Alarm display.,"In the system-specific MD 10010 ASSIGN_CHAN_TO_MODE_GROUP, reduce the number of channels to 1 or retrofit the option for a 2nd channel.",Siemens 840D
8021,NCK,8021,The option for the number of mode groups is not compatible with the activated mode group.,Option 'activation of more than %1 mode groups' not set,"NC Start disable in this channel. Interface signals are set. Alarm display. NCK alarms 01/2008 Overview of Alarms 2-81 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008",Add option for more mode groups. Activate fewer mode groups.,Siemens 840D
8022,NCK,8022,The option for memory extension does not correspond to the active SRAM.,Option 'activation of more than %1KB SRAM' not set,NC Start disable in this channel. Interface signals are set. Alarm display.,Please inform the authorized personnel/service department. - Buy option - Activate less SRAM,Siemens 840D
8023,NCK,8023,The option for the memory configuration does not correspond to the PLC user memory used.,Option 'Activation of more than %1 KB PLC user memory' not set,NC Start disable in this channel. Interface signals are set. Alarm display.,Please inform the authorized personnel/service department. - Purchase option - Use less PLC user memory,Siemens 840D
8024,NCK,8024,The option for activating multiple magazines is not set,Option 'Activation of more than %1 magazines' not set,NC Start disable in this channel. Interface signals are set. Alarm display.,Please inform the authorized personnel/service department. - Buy option - Reduce the number of magazines (MD18084 $MN_MM_NUM_MAGAZINE),Siemens 840D
8030,NCK,8030,The option for the number of interpolating axes does not correspond to the number of axes programmed in the interpolation group.,Channel %1 block %2 option 'interpolation of more than %3 axes' not set,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,"Option: ""Interpolation of more than 4 axes"" (the number of permitted axes can be set in this option) or program in the part program as many axes corresponding to the configuration of the control.",Siemens 840D
8031,NCK,8031,"An axis/spindle that has been defined as a special axis/auxiliary spindle (see $MA_BASE_FUNCTION_MASK bit8), should be operated as an interpolating axis.",Channel %1 block %2 axis %3: Axis has no IPO functionality,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,Define axis as interpolating axis (see $MA_BASE_FUNCTION_MASK bit8) or change part program,Siemens 840D
8032,NCK,8032,The option for the number of link axes does not match the number of axes programmed in MD $MN_AXCONF_LOGIC_MACHAX_TAB.,Option 'activation of more than %1 link axes' not set,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,- Buy option - Configure fewer link axes,Siemens 840D
8034,NCK,8034,The option for activating the axis container function in MD $MN_AXCONF_LOGIC_MACHAX_TAB is not enabled.,Option 'activation of axis containers' not set,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,- Buy option - Do not configure any containers,Siemens 840D
8036,NCK,8036,"The option for activating the FAST_IPO_LINK has not been set. For NCU link, all Ipo or position control cycles must then be equal (see FAST-IPO-LINK description).",Option: it is not allowed to set different IPO cycles or position control,NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,- Buy option - Do not activate different Ipo or position control cycles (see MN_IPO_SYSCLOCK_TIME_RATIO and MN_POSCTRL_SYSCLOCK_TIME_RATIO).,Siemens 840D
8038,NCK,8038,The option for the number of lead link axes does not match the number of configured axes in the MD $MA_AXCONF_ASSIGN_MASTER_NCU.,Option 'activation of more than %1 lead link axes' not set,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,- Buy option - Configure fewer lead link axes,Siemens 840D
8040,NCK,8040,A machine data has been set that is locked by an option.,"Machine data %1 reset, corresponding option is not set",Alarm display.,"Please inform the authorized personnel/service department. For retrofitting the option, please refer to your machine manufacturer or to a sales representative of SIEMENS AG, A&D MC.",Siemens 840D
8041,NCK,8041,All of the axes selected in the machine data of the assigned option are used. Safety functions have been selected for too many axes in the axial machine data. The alarm can be reprogrammed in the MD ALARM_REACTION_CHAN_NOREADY (channel not ready).,"Axis %1: MD %2 reset, corresponding option not sufficient",Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm. Channel not ready.,--,Siemens 840D
8044,NCK,8044,The option for activation of an IPO cycle time of %1 ms has not been set. Option - Permiss. IPO cycle time: - Option-free >= 8ms - 1. 1st step >= 6ms - 2. 2nd step >= 4ms - 3. 3rd step >= 2ms - 4. 4th step <2ms,Option for IPO cycle time %1 ms not set,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,- Buy option - Increase IPO cycle time (e.g. via MD IPO_SYSCLOCK_TIME_RATIO),Siemens 840D
8045,NCK,8045,"For SIMODRIVE 611D and SINUMERIK 810D only: The 810D powerline option for activating the same current/speed/position controller/IPO cycle time grid as with the 840D is not set. Without this option, only the set values of the 810D Standard are permitted.",Option for selected cycle settings not set,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,- Buy option - Set (current/speed controller) cycle times to 810D default values.,Siemens 840D
8050,NCK,8050,The number of PLC I/Os has not been set in the option date for Solution Line.,Option 'SPL inputs/outputs' not set.,NC Start disable in this channel. Interface signals are set. Alarm display.,Select area SI Basic or SI Comfort in the option date.,Siemens 840D
8051,NCK,8051,The option to operate handwheels on PROFIBUS is not set.,Option 'Handwheel on PROFIBUS' not set,NC Start disable in this channel. Interface signals are set. Alarm display.,Activate option 'Handwheel on PROFIBUS',Siemens 840D
8082,NCK,8082,"The license key was entered wrongly at least three times. Before the next input, a new power ON is required.","A wrong license key was entered three times, Power On required before",Alarm display.,Execute NCK Power On and enter the license key (correctly).,Siemens 840D
8098,NCK,8098,"The following restrictions apply to this module for the combination of options: The option ""Two-channel"" and the options ""External language"", ""Nibbling"", ""Neural quadrant error compensation"" and ""Measurement level 2"" exclude one another! Bit0 (LSB): Nibbling Bit1 : External language Bit2 : Neural quadrant error compensation Bit3 : Measurement level 2",Invalid combination of options (%1),Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Set the options accordingly.,Siemens 840D
8100,NCK,8100,"- Impossible due to embargo regulations: - 1. Synchronous actions: Writing of feed, override and axial offsets ($AA_VC, $AC_VC, $AA_OVR, $AA_VC and $AA_OFF) from synchronous actions as well as Continuous Dressing can be programmed only once in a block. - 2. Extended measurement: 'Cyclic measurement' (MEAC) and 'Measurement from synchronous action' is not possible. - 3. Axis interpolation: The number of axes interpolating with one another must not exceed 4 (this also includes synchronous couplin",Channel %1 block %2: function not possible,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Modify part program.,Siemens 840D
8101,NCK,8101,The option stage is inadequate for the desired function. Possible reasons: 1. More 3D protection zones have been created than is possible. 2. A protection zone type was requested that is not permitted.,Option for collision avoidance is inadequate,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,1. Buy an adequate option stage. 2. Reduce the number of 3D protection zones. 3. Avoid impermissible protection zone types.,Siemens 840D
8120,NCK,8120,The option stage is inadequate for the desired function. Possible reasons: More couplings have been created than are permitted. The number of permissible leading axes has been exceeded for one or more couplings. The range of functions of one or more couplings has not been released.,Channel %1 block %2 following axis/spindle %3 generic coupling %4,Interpreter stop NC Start disable in this channel. Interface signals are set. Alarm display.,Buy an adequate option stage. Reduce the number of simultaneously active couplings. Reduce the number of leading axes per coupling or only use the released range of functions.,Siemens 840D
9000,NCK,9000,For PROFIBUS/PROFINET only: PROFIBUS handwheel has failed,Handwheel %1 failed,Interface signals are set. Alarm display.,Restore connection to PROFIBUS handwheel,Siemens 840D
9050,NCK,9050,For PROFIBUS/PROFINET only: The sign of life of the slot / I/O area has failed. No data can currently be read from the PROFIBUS I/O devices.,"PROFIBUS I/O: Sign of life failure, logical slot / I/O area address %1",Interface signals are set. Alarm display.,Check the communications link to the PROFIBUS I/O devices.,Siemens 840D
9052,NCK,9052,For PROFIBUS/PROFINET only: The sign of life of the slot / I/O area has failed. No data can currently be written to the PROFIBUS I/O devices.,"PROFIBUS I/O: Sign of life failure, logical slot / I/O area address %1",Interface signals are set. Alarm display.,Check the communications link to the PROFIBUS I/O devices.,Siemens 840D
10203,NCK,10203,NC start has been activated in the MDI or AUTOMATIC mode and at least one axis that needs to be referenced has not reached its reference point.,Channel %1 NC start without reference point (action=%2),Interface signals are set. Alarm display.,Please inform the authorized personnel/service department. Via the channel-specific MD 20700: REFP_NC_START_LOCK (NC Start without reference point) you can decide whether or not the axis has to be referenced before NC Start. The start of referencing can be enabled channel-specific or axisspecific. Channel-specific reference point approach: The rising edge of the NC/PLC interface signal DB21-30 DBX1.0 (Activate referencing) starts an automatic sequence which starts the axes of the channel in the,Siemens 840D
